ANNIO,DESC_CONSUMO,diag_group,iafas,tipo_consumo,total_neto,total_cantidad
2021,ABIRATERONA (COMO ACETATO),Próstata,FISSAL,MEDICAMENTO,376446.55,78427
2021,ACETILCISTEINA,Colon,FISSAL,MEDICAMENTO,257.92,30
2021,ACETILCISTEINA,Cuello uterino,FISSAL,MEDICAMENTO,2475.66,166
2021,ACETILCISTEINA,Cuello uterino,SIS,MEDICAMENTO,32.24,2
2021,ACETILCISTEINA,Estómago,FISSAL,MEDICAMENTO,682.62,43
2021,ACETILCISTEINA,Leucemias,FISSAL,MEDICAMENTO,6407.7,423
2021,ACETILCISTEINA,Leucemias,SIS,MEDICAMENTO,15.5,6
2021,ACETILCISTEINA,Linfomas,FISSAL,MEDICAMENTO,4921.56,325
2021,ACETILCISTEINA,Linfomas,SIS,MEDICAMENTO,79.36,5
2021,ACETILCISTEINA,Mama,FISSAL,MEDICAMENTO,3800.6000000000004,238
2021,ACETILCISTEINA,Mama,SIS,MEDICAMENTO,48.36,3
2021,ACETILCISTEINA,Próstata,FISSAL,MEDICAMENTO,1021.76,64
2021,ACETILCISTEINA,Próstata,SIS,MEDICAMENTO,64.48,4
2021,ACICLOVIR,Colon,FISSAL,MEDICAMENTO,40.2,268
2021,ACICLOVIR,Colon,SIS,MEDICAMENTO,10.8,72
2021,ACICLOVIR,Cuello uterino,FISSAL,MEDICAMENTO,213.3,1422
2021,ACICLOVIR,Estómago,FISSAL,MEDICAMENTO,15.75,105
2021,ACICLOVIR,Leucemias,FISSAL,MEDICAMENTO,12984.3,88436
2021,ACICLOVIR,Leucemias,SIS,MEDICAMENTO,2.4,16
2021,ACICLOVIR,Linfomas,FISSAL,MEDICAMENTO,5465.55,36445
2021,ACICLOVIR,Mama,FISSAL,MEDICAMENTO,235.95,1643
2021,ACICLOVIR,Próstata,FISSAL,MEDICAMENTO,198.15,1321
2021,ACICLOVIR (COMO SAL SODICA),Colon,FISSAL,MEDICAMENTO,35.1,9
2021,ACICLOVIR (COMO SAL SODICA),Cuello uterino,FISSAL,MEDICAMENTO,23.4,6
2021,ACICLOVIR (COMO SAL SODICA),Cuello uterino,SIS,MEDICAMENTO,14.8,4
2021,ACICLOVIR (COMO SAL SODICA),Estómago,FISSAL,MEDICAMENTO,14.0,4
2021,ACICLOVIR (COMO SAL SODICA),Leucemias,FISSAL,MEDICAMENTO,17052.5,4836
2021,ACICLOVIR (COMO SAL SODICA),Leucemias,SIS,MEDICAMENTO,144.3,41
2021,ACICLOVIR (COMO SAL SODICA),Linfomas,FISSAL,MEDICAMENTO,3617.8,1036
2021,ACICLOVIR (COMO SAL SODICA),Linfomas,SIS,MEDICAMENTO,0.0,6
2021,ACICLOVIR (COMO SAL SODICA),Mama,FISSAL,MEDICAMENTO,59.2,16
2021,ACICLOVIR (COMO SAL SODICA),Próstata,FISSAL,MEDICAMENTO,23.4,6
2021,ACIDO ACETILSALICILICO,Colon,FISSAL,MEDICAMENTO,21.69,723
2021,ACIDO ACETILSALICILICO,Cuello uterino,FISSAL,MEDICAMENTO,40.77,1359
2021,ACIDO ACETILSALICILICO,Estómago,FISSAL,MEDICAMENTO,11.46,382
2021,ACIDO ACETILSALICILICO,Leucemias,FISSAL,MEDICAMENTO,242.58,8087
2021,ACIDO ACETILSALICILICO,Linfomas,FISSAL,MEDICAMENTO,134.31,4498
2021,ACIDO ACETILSALICILICO,Mama,FISSAL,MEDICAMENTO,262.23,8741
2021,ACIDO ACETILSALICILICO,Próstata,FISSAL,MEDICAMENTO,175.8,6220
2021,ACIDO ACETILSALICILICO,Próstata,SIS,MEDICAMENTO,0.93,31
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Cuello uterino,FISSAL,MEDICAMENTO,55.15,243
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Estómago,FISSAL,MEDICAMENTO,24.75,107
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Leucemias,FISSAL,MEDICAMENTO,6.0,40
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Linfomas,FISSAL,MEDICAMENTO,15.6,88
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Mama,FISSAL,MEDICAMENTO,12497.1,60059
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Mama,SIS,MEDICAMENTO,4.0,20
2021,ACIDO ALENDRONICO (COMO ALENDRONATO SODICO),Próstata,FISSAL,MEDICAMENTO,34.75,184
2021,ACIDO FOLICO,Colon,FISSAL,MEDICAMENTO,8.13,118
2021,ACIDO FOLICO,Cuello uterino,FISSAL,MEDICAMENTO,53.49,783
2021,ACIDO FOLICO,Estómago,FISSAL,MEDICAMENTO,64.35,675
2021,ACIDO FOLICO,Leucemias,FISSAL,MEDICAMENTO,49.29,792
2021,ACIDO FOLICO,Leucemias,SIS,MEDICAMENTO,1.2,60
2021,ACIDO FOLICO,Linfomas,FISSAL,MEDICAMENTO,57.94,1078
2021,ACIDO FOLICO,Mama,FISSAL,MEDICAMENTO,117.60000000000001,910
2021,ACIDO FOLICO,Próstata,FISSAL,MEDICAMENTO,50.16,684
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Colon,FISSAL,MEDICAMENTO,277.9,346
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Cuello uterino,FISSAL,MEDICAMENTO,3595.15,10961
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Estómago,FISSAL,MEDICAMENTO,163.5,580
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Leucemias,FISSAL,MEDICAMENTO,331.5,810
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Linfomas,FISSAL,MEDICAMENTO,313.25,1155
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Mama,FISSAL,MEDICAMENTO,888.75,2125
2021,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental),Próstata,FISSAL,MEDICAMENTO,981.0,2370
2021,ACIDO FUSIDICO,Colon,FISSAL,MEDICAMENTO,95.35,21
2021,ACIDO FUSIDICO,Cuello uterino,FISSAL,MEDICAMENTO,224.5,49
2021,ACIDO FUSIDICO,Estómago,FISSAL,MEDICAMENTO,75.45,16
2021,ACIDO FUSIDICO,Leucemias,FISSAL,MEDICAMENTO,1467.75,332
2021,ACIDO FUSIDICO,Leucemias,SIS,MEDICAMENTO,12.6,3
2021,ACIDO FUSIDICO,Linfomas,FISSAL,MEDICAMENTO,1218.0,273
2021,ACIDO FUSIDICO,Mama,FISSAL,MEDICAMENTO,939.25,208
2021,ACIDO FUSIDICO,Próstata,FISSAL,MEDICAMENTO,66.3,15
2021,ACIDO GADOTERICO,Colon,FISSAL,MEDICAMENTO,4943.88,45
2021,ACIDO GADOTERICO,Colon,SIS,MEDICAMENTO,334.79999999999995,3
2021,ACIDO GADOTERICO,Cuello uterino,FISSAL,MEDICAMENTO,21371.4,199
2021,ACIDO GADOTERICO,Cuello uterino,SIS,MEDICAMENTO,669.5999999999999,6
2021,ACIDO GADOTERICO,Estómago,FISSAL,MEDICAMENTO,2209.68,20
2021,ACIDO GADOTERICO,Leucemias,FISSAL,MEDICAMENTO,19775.52,190
2021,ACIDO GADOTERICO,Leucemias,SIS,MEDICAMENTO,111.6,1
2021,ACIDO GADOTERICO,Linfomas,FISSAL,MEDICAMENTO,13782.6,128
2021,ACIDO GADOTERICO,Linfomas,SIS,MEDICAMENTO,334.79999999999995,3
2021,ACIDO GADOTERICO,Mama,FISSAL,MEDICAMENTO,32151.96,298
2021,ACIDO GADOTERICO,Mama,SIS,MEDICAMENTO,223.2,3
2021,ACIDO GADOTERICO,Próstata,FISSAL,MEDICAMENTO,7053.12,64
2021,ACIDO TRANEXAMICO,Colon,FISSAL,MEDICAMENTO,3993.5299999999997,2337
2021,ACIDO TRANEXAMICO,Colon,SIS,MEDICAMENTO,388.46,273
2021,ACIDO TRANEXAMICO,Cuello uterino,FISSAL,MEDICAMENTO,35066.479999999996,28456
2021,ACIDO TRANEXAMICO,Cuello uterino,SIS,MEDICAMENTO,2578.38,1960
2021,ACIDO TRANEXAMICO,Estómago,FISSAL,MEDICAMENTO,7019.72,3723
2021,ACIDO TRANEXAMICO,Estómago,SIS,MEDICAMENTO,1102.26,671
2021,ACIDO TRANEXAMICO,Leucemias,FISSAL,MEDICAMENTO,17317.170000000002,9225
2021,ACIDO TRANEXAMICO,Leucemias,SIS,MEDICAMENTO,401.9,252
2021,ACIDO TRANEXAMICO,Linfomas,FISSAL,MEDICAMENTO,5080.51,2741
2021,ACIDO TRANEXAMICO,Linfomas,SIS,MEDICAMENTO,266.11,133
2021,ACIDO TRANEXAMICO,Mama,FISSAL,MEDICAMENTO,7287.42,5042
2021,ACIDO TRANEXAMICO,Mama,SIS,MEDICAMENTO,258.65,186
2021,ACIDO TRANEXAMICO,Próstata,FISSAL,MEDICAMENTO,4962.889999999999,3124
2021,ACIDO TRANEXAMICO,Próstata,SIS,MEDICAMENTO,328.75,218
2021,ACIDO ZOLEDRONICO,Colon,FISSAL,MEDICAMENTO,49.5,3
2021,ACIDO ZOLEDRONICO,Colon,SIS,MEDICAMENTO,13.5,1
2021,ACIDO ZOLEDRONICO,Cuello uterino,FISSAL,MEDICAMENTO,384.0,25
2021,ACIDO ZOLEDRONICO,Cuello uterino,SIS,MEDICAMENTO,49.5,3
2021,ACIDO ZOLEDRONICO,Estómago,FISSAL,MEDICAMENTO,87.0,7
2021,ACIDO ZOLEDRONICO,Leucemias,FISSAL,MEDICAMENTO,1101.0,72
2021,ACIDO ZOLEDRONICO,Linfomas,FISSAL,MEDICAMENTO,504.0,32
2021,ACIDO ZOLEDRONICO,Linfomas,SIS,MEDICAMENTO,16.5,1
2021,ACIDO ZOLEDRONICO,Mama,FISSAL,MEDICAMENTO,10689.0,692
2021,ACIDO ZOLEDRONICO,Mama,SIS,MEDICAMENTO,16.5,1
2021,ACIDO ZOLEDRONICO,Próstata,FISSAL,MEDICAMENTO,4864.5,317
2021,AEROCAMARA DE PLASTICO ADULTO,Colon,FISSAL,INSUMO,302.28,66
2021,AEROCAMARA DE PLASTICO ADULTO,Colon,SIS,INSUMO,9.0,2
2021,AEROCAMARA DE PLASTICO ADULTO,Cuello uterino,FISSAL,INSUMO,718.4,154
2021,AEROCAMARA DE PLASTICO ADULTO,Cuello uterino,SIS,INSUMO,30.240000000000002,7
2021,AEROCAMARA DE PLASTICO ADULTO,Estómago,FISSAL,INSUMO,289.02,63
2021,AEROCAMARA DE PLASTICO ADULTO,Estómago,SIS,INSUMO,9.0,2
2021,AEROCAMARA DE PLASTICO ADULTO,Leucemias,FISSAL,INSUMO,443.08,98
2021,AEROCAMARA DE PLASTICO ADULTO,Leucemias,SIS,INSUMO,5.58,1
2021,AEROCAMARA DE PLASTICO ADULTO,Linfomas,FISSAL,INSUMO,760.14,168
2021,AEROCAMARA DE PLASTICO ADULTO,Linfomas,SIS,INSUMO,19.08,6
2021,AEROCAMARA DE PLASTICO ADULTO,Mama,FISSAL,INSUMO,899.42,195
2021,AEROCAMARA DE PLASTICO ADULTO,Próstata,FISSAL,INSUMO,197.84,43
2021,AEROCAMARA DE PLASTICO ADULTO,Próstata,SIS,INSUMO,9.0,2
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Cuello uterino,FISSAL,INSUMO,5.58,1
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Leucemias,FISSAL,INSUMO,731.3,132
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Leucemias,SIS,INSUMO,11.16,2
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Linfomas,FISSAL,INSUMO,80.8,19
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Mama,FISSAL,INSUMO,16.740000000000002,3
2021,AEROCAMARA DE PLASTICO PEDIATRICO,Mama,SIS,INSUMO,5.58,1
2021,AGENTE DE SUSPENSION Y/O VISCOSANTE,Cuello uterino,FISSAL,INSUMO,0.0,5
2021,AGUA PARA INYECCION,Colon,FISSAL,MEDICAMENTO,6786.0,4581
2021,AGUA PARA INYECCION,Colon,SIS,MEDICAMENTO,2875.5,1917
2021,AGUA PARA INYECCION,Cuello uterino,FISSAL,MEDICAMENTO,12388.5,8368
2021,AGUA PARA INYECCION,Cuello uterino,SIS,MEDICAMENTO,222.0,148
2021,AGUA PARA INYECCION,Estómago,FISSAL,MEDICAMENTO,7306.5,4940
2021,AGUA PARA INYECCION,Estómago,SIS,MEDICAMENTO,4674.0,3116
2021,AGUA PARA INYECCION,Leucemias,FISSAL,MEDICAMENTO,14194.5,10074
2021,AGUA PARA INYECCION,Leucemias,SIS,MEDICAMENTO,60.0,42
2021,AGUA PARA INYECCION,Linfomas,FISSAL,MEDICAMENTO,9852.0,6862
2021,AGUA PARA INYECCION,Linfomas,SIS,MEDICAMENTO,198.0,147
2021,AGUA PARA INYECCION,Mama,FISSAL,MEDICAMENTO,6969.0,4692
2021,AGUA PARA INYECCION,Mama,SIS,MEDICAMENTO,94.5,63
2021,AGUA PARA INYECCION,Próstata,FISSAL,MEDICAMENTO,6199.5,4211
2021,AGUA PARA INYECCION,Próstata,SIS,MEDICAMENTO,144.0,96
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Colon,FISSAL,INSUMO,83.6,10
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Cuello uterino,FISSAL,INSUMO,601.92,72
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Cuello uterino,SIS,INSUMO,16.72,2
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Estómago,FISSAL,INSUMO,133.76,16
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Estómago,SIS,INSUMO,16.72,2
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Leucemias,FISSAL,INSUMO,58.519999999999996,7
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Linfomas,FISSAL,INSUMO,275.88,33
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Mama,FISSAL,INSUMO,1404.48,170
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Mama,SIS,INSUMO,50.16,6
2021,"AGUJA DE ANESTESIA ESPINAL DESCARTABLE Nº 25 G X 3 1/2""",Próstata,FISSAL,INSUMO,426.35999999999996,54
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Leucemias,FISSAL,INSUMO,48438.12,685
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Leucemias,SIS,INSUMO,1220.16,19
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Linfomas,FISSAL,INSUMO,3196.72,47
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Linfomas,SIS,INSUMO,60.76,1
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Mama,FISSAL,INSUMO,334.8,5
2021,AGUJA DE ASPIRACION DE MEDULA OSEA 18 G X 40 mm,Próstata,FISSAL,INSUMO,334.8,5
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Colon,FISSAL,INSUMO,378.2,6
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Colon,SIS,INSUMO,60.76,1
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Cuello uterino,FISSAL,INSUMO,668.36,11
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Estómago,FISSAL,INSUMO,682.0,11
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Estómago,SIS,INSUMO,60.76,1
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Leucemias,FISSAL,INSUMO,125791.8,2122
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Leucemias,SIS,INSUMO,2612.68,43
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Linfomas,FISSAL,INSUMO,24968.64,425
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Linfomas,SIS,INSUMO,850.64,17
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Mama,FISSAL,INSUMO,1586.58,26
2021,"AGUJA DE ASPIRACION DE MEDULA OSEA Nº 15 G X 4""",Próstata,FISSAL,INSUMO,121.52,3
2021,AGUJA DE ASPIRACION PARA BRONCOSCOPIO DESCARTABLE Nº 22 G X 15 mm,Cuello uterino,FISSAL,INSUMO,950.0,2
2021,AGUJA DE ASPIRACION PARA BRONCOSCOPIO DESCARTABLE Nº 22 G X 15 mm,Mama,FISSAL,INSUMO,1260.73,2
2021,AGUJA DE BIOPSIA DE MAMA REPOSICIONABLE Nº 20 G X 10 cm,Mama,FISSAL,INSUMO,1612.5,10
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Colon,FISSAL,INSUMO,1004.4000000000001,6
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Cuello uterino,FISSAL,INSUMO,3348.0,21
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Estómago,FISSAL,INSUMO,1171.8,7
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Estómago,SIS,INSUMO,167.4,1
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Leucemias,FISSAL,INSUMO,2008.8000000000002,12
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Linfomas,FISSAL,INSUMO,16237.800000000001,104
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Linfomas,SIS,INSUMO,1171.8,9
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Mama,FISSAL,INSUMO,8872.2,57
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Próstata,FISSAL,INSUMO,1674.0,10
2021,"AGUJA DE BIOPSIA DE PROSTATA, RENAL Y HEPATICA SEMIAUTOMATICA 18 G X 9 cm",Próstata,SIS,INSUMO,167.4,1
2021,AGUJA DE BIOPSIA TIPO TRUCUT DESCARTABLE 18 G X 20 cm,Colon,FISSAL,INSUMO,112.5,1
2021,AGUJA DE BIOPSIA TIPO TRUCUT DESCARTABLE 18 G X 20 cm,Próstata,FISSAL,INSUMO,112.5,1
2021,AGUJA DE BIOPSIA TIPO TRUCUT DESCARTABLE 18 G X 20 cm,Próstata,SIS,INSUMO,112.5,1
2021,AGUJA DE GUIA 1.1 mm X 152 mm,Mama,FISSAL,INSUMO,0.0,2
2021,AGUJA DE PUNCION PUNTA BISELADA 22 G X 5 cm PARA ECOENDOSCOPIA,Cuello uterino,FISSAL,INSUMO,2976.0,2
2021,AGUJA DE PUNCION PUNTA BISELADA 22 G X 5 cm PARA ECOENDOSCOPIA,Linfomas,FISSAL,INSUMO,1488.0,1
2021,AGUJA DE PUNCION PUNTA BISELADA 22 G X 5 cm PARA ECOENDOSCOPIA,Mama,FISSAL,INSUMO,1488.0,2
2021,AGUJA DE PUNCION PUNTA BISELADA 22 G X 5 cm PARA ECOENDOSCOPIA,Próstata,FISSAL,INSUMO,1488.0,1
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Cuello uterino,SIS,INSUMO,0.28,1
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Leucemias,FISSAL,INSUMO,7.84,30
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Linfomas,FISSAL,INSUMO,7.5600000000000005,27
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Mama,FISSAL,INSUMO,3.92,14
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Mama,SIS,INSUMO,0.28,1
2021,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 30 G X 1""",Próstata,FISSAL,INSUMO,0.28,1
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Colon,FISSAL,INSUMO,11865.800000000001,45
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Colon,SIS,INSUMO,6894.700000000001,26
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Cuello uterino,FISSAL,INSUMO,3962.1,16
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Estómago,FISSAL,INSUMO,2903.9,12
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Estómago,SIS,INSUMO,3703.7,14
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Linfomas,FISSAL,INSUMO,3691.4,15
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Mama,FISSAL,INSUMO,3966.2,15
2021,AGUJA DESCARTABLE 25 G X 4 mm INYECTOR DE ESCLEROTERAPIA 2.3 mm X 240 cm PARA COLONOSCOPIO,Próstata,FISSAL,INSUMO,1050.0,5
2021,AGUJA ENDOCERVICAL TIPO POTOCKY DESCARTABLE Nº 27 G X 9 cm,Cuello uterino,FISSAL,INSUMO,2873.0,28
2021,AGUJA ENDOCERVICAL TIPO POTOCKY DESCARTABLE Nº 27 G X 9 cm,Cuello uterino,SIS,INSUMO,1798.0,17
2021,AGUJA ENDOCERVICAL TIPO POTOCKY DESCARTABLE Nº 27 G X 9 cm,Leucemias,FISSAL,INSUMO,100.0,1
2021,AGUJA ENDOCERVICAL TIPO POTOCKY DESCARTABLE Nº 27 G X 9 cm,Mama,FISSAL,INSUMO,111.6,1
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Colon,FISSAL,INSUMO,125.23,6
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Cuello uterino,FISSAL,INSUMO,639.78,31
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Estómago,FISSAL,INSUMO,143.83,9
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Leucemias,FISSAL,INSUMO,211.4,10
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Linfomas,FISSAL,INSUMO,22.32,1
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Mama,FISSAL,INSUMO,279.58,13
2021,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""",Próstata,FISSAL,INSUMO,416.64,21
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Colon,FISSAL,INSUMO,123.72,20
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Cuello uterino,FISSAL,INSUMO,758.82,105
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Cuello uterino,SIS,INSUMO,13.88,2
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Estómago,FISSAL,INSUMO,224.37,30
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Estómago,SIS,INSUMO,16.72,2
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Leucemias,FISSAL,INSUMO,32230.43,4318
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Leucemias,SIS,INSUMO,179.78,24
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Linfomas,FISSAL,INSUMO,5434.36,723
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Linfomas,SIS,INSUMO,113.22,16
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Mama,FISSAL,INSUMO,2925.93,409
2021,"AGUJA ESPINAL DESCARTABLE 22 G X 3 1/2""",Próstata,FISSAL,INSUMO,284.48,38
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Colon,FISSAL,INSUMO,119.04,8
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Cuello uterino,FISSAL,INSUMO,386.88,26
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Estómago,FISSAL,INSUMO,89.28,7
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Leucemias,FISSAL,INSUMO,38866.56,2738
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Leucemias,SIS,INSUMO,208.32,14
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Linfomas,FISSAL,INSUMO,2589.12,188
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Mama,FISSAL,INSUMO,2990.88,223
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Mama,SIS,INSUMO,0.0,1
2021,"AGUJA ESPINAL DESCARTABLE Nº 22 G X 2 1/2""",Próstata,FISSAL,INSUMO,29.76,2
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Colon,FISSAL,INSUMO,350.14,23
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Cuello uterino,FISSAL,INSUMO,738.86,49
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Cuello uterino,SIS,INSUMO,174.57,11
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Estómago,FISSAL,INSUMO,153.74,10
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Estómago,SIS,INSUMO,55.52,4
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Leucemias,FISSAL,INSUMO,182.5,12
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Linfomas,FISSAL,INSUMO,194.4,13
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Mama,FISSAL,INSUMO,199.36,13
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Próstata,FISSAL,INSUMO,2779.03,190
2021,"AGUJA ESPINAL DESCARTABLE Nº 27 G X 3 1/2""",Próstata,SIS,INSUMO,15.87,1
2021,"AGUJA FISTULA ARTERIAL VENOSA Nº 16 G X 1""",Leucemias,FISSAL,INSUMO,38.44,31
