tiempo,diag_group,iafas,tipo_consumo,TOTAL_NETO
2022-05-01,Colon,SIS,INSUMO,10639.43
2022-05-01,Colon,SIS,MEDICAMENTO,1420.31
2022-05-01,Colon,SIS,PROCEDIMIENTO,11174.86
2022-05-01,Cuello uterino,FISSAL,INSUMO,244655.22
2022-05-01,Cuello uterino,FISSAL,MEDICAMENTO,168151.5326
2022-05-01,Cuello uterino,FISSAL,PROCEDIMIENTO,352133.88
2022-05-01,Cuello uterino,SIS,INSUMO,3973.43
2022-05-01,Cuello uterino,SIS,MEDICAMENTO,3570.91
2022-05-01,Cuello uterino,SIS,PROCEDIMIENTO,19121.91
2022-05-01,Estómago,FISSAL,INSUMO,187517.2
2022-05-01,Estómago,FISSAL,MEDICAMENTO,75410.931
2022-05-01,Estómago,FISSAL,PROCEDIMIENTO,188819.16
2022-05-01,Estómago,SIS,INSUMO,5914.68
2022-05-01,Estómago,SIS,MEDICAMENTO,3243.238
2022-05-01,Estómago,SIS,PROCEDIMIENTO,17816.16
2022-05-01,Leucemias,FISSAL,INSUMO,568010.31
2022-05-01,Leucemias,FISSAL,MEDICAMENTO,879384.5222
2022-05-01,Leucemias,FISSAL,PROCEDIMIENTO,1752115.43
2022-05-01,Leucemias,SIS,INSUMO,1630.45
2022-05-01,Leucemias,SIS,MEDICAMENTO,124.61
2022-05-01,Leucemias,SIS,PROCEDIMIENTO,5140.6900000000005
2022-05-01,Linfomas,FISSAL,INSUMO,242261.93
2022-05-01,Linfomas,FISSAL,MEDICAMENTO,269037.93
2022-05-01,Linfomas,FISSAL,PROCEDIMIENTO,535148.14
2022-05-01,Linfomas,SIS,INSUMO,1343.98
2022-05-01,Linfomas,SIS,MEDICAMENTO,1177.98
2022-05-01,Linfomas,SIS,PROCEDIMIENTO,4070.2000000000003
2022-05-01,Mama,FISSAL,INSUMO,269182.7
2022-05-01,Mama,FISSAL,MEDICAMENTO,671592.8198
2022-05-01,Mama,FISSAL,PROCEDIMIENTO,666237.43
2022-05-01,Mama,SIS,INSUMO,5915.24
2022-05-01,Mama,SIS,MEDICAMENTO,5437.530000000001
2022-05-01,Mama,SIS,PROCEDIMIENTO,32934.13
2022-05-01,No oncológico (comparador),FISSAL,INSUMO,35500.67
2022-05-01,No oncológico (comparador),FISSAL,MEDICAMENTO,7922.9400000000005
2022-05-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,10177.56
2022-05-01,No oncológico (comparador),SIS,INSUMO,142645.68
2022-05-01,No oncológico (comparador),SIS,MEDICAMENTO,106819.4166
2022-05-01,No oncológico (comparador),SIS,PROCEDIMIENTO,338729.0
2022-05-01,Otro,FISSAL,INSUMO,84955.92
2022-05-01,Otro,FISSAL,MEDICAMENTO,88537.403
2022-05-01,Otro,FISSAL,PROCEDIMIENTO,186705.54
2022-05-01,Otro,SIS,INSUMO,1905026.2
2022-05-01,Otro,SIS,MEDICAMENTO,2319625.3638
2022-05-01,Otro,SIS,PROCEDIMIENTO,2270575.93
2022-05-01,Próstata,FISSAL,INSUMO,76029.78
2022-05-01,Próstata,FISSAL,MEDICAMENTO,60014.01
2022-05-01,Próstata,FISSAL,PROCEDIMIENTO,155793.35
2022-05-01,Próstata,SIS,INSUMO,1570.66
2022-05-01,Próstata,SIS,MEDICAMENTO,1499.188
2022-05-01,Próstata,SIS,PROCEDIMIENTO,12209.32
2022-06-01,Colon,FISSAL,INSUMO,199161.59
2022-06-01,Colon,FISSAL,MEDICAMENTO,34974.4
2022-06-01,Colon,FISSAL,PROCEDIMIENTO,183876.2
2022-06-01,Colon,SIS,INSUMO,8996.14
2022-06-01,Colon,SIS,MEDICAMENTO,1796.0331999999999
2022-06-01,Colon,SIS,PROCEDIMIENTO,15586.89
2022-06-01,Cuello uterino,FISSAL,INSUMO,229607.2
2022-06-01,Cuello uterino,FISSAL,MEDICAMENTO,149405.976
2022-06-01,Cuello uterino,FISSAL,PROCEDIMIENTO,505860.31
2022-06-01,Cuello uterino,SIS,INSUMO,4526.75
2022-06-01,Cuello uterino,SIS,MEDICAMENTO,3195.84
2022-06-01,Cuello uterino,SIS,PROCEDIMIENTO,18649.62
2022-06-01,Estómago,FISSAL,INSUMO,134901.81
2022-06-01,Estómago,FISSAL,MEDICAMENTO,64209.563
2022-06-01,Estómago,FISSAL,PROCEDIMIENTO,181101.99
2022-06-01,Estómago,SIS,INSUMO,21236.2
2022-06-01,Estómago,SIS,MEDICAMENTO,8073.0442
2022-06-01,Estómago,SIS,PROCEDIMIENTO,18832.59
2022-06-01,Leucemias,FISSAL,INSUMO,688365.7
2022-06-01,Leucemias,FISSAL,MEDICAMENTO,887722.523
2022-06-01,Leucemias,FISSAL,PROCEDIMIENTO,1873067.01
2022-06-01,Leucemias,SIS,INSUMO,2873.25
2022-06-01,Leucemias,SIS,MEDICAMENTO,515.66
2022-06-01,Leucemias,SIS,PROCEDIMIENTO,16674.61
2022-06-01,Linfomas,FISSAL,INSUMO,183635.89
2022-06-01,Linfomas,FISSAL,MEDICAMENTO,211116.8578
2022-06-01,Linfomas,FISSAL,PROCEDIMIENTO,482236.85
2022-06-01,Linfomas,SIS,INSUMO,755.88
2022-06-01,Linfomas,SIS,MEDICAMENTO,728.5799999999999
2022-06-01,Linfomas,SIS,PROCEDIMIENTO,8464.68
2022-06-01,Mama,FISSAL,INSUMO,286753.38
2022-06-01,Mama,FISSAL,MEDICAMENTO,549425.5892
2022-06-01,Mama,FISSAL,PROCEDIMIENTO,786703.02
2022-06-01,Mama,SIS,INSUMO,9582.12
2022-06-01,Mama,SIS,MEDICAMENTO,3607.658
2022-06-01,Mama,SIS,PROCEDIMIENTO,35782.58
2022-06-01,No oncológico (comparador),FISSAL,INSUMO,39115.86
2022-06-01,No oncológico (comparador),FISSAL,MEDICAMENTO,10344.970000000001
2022-06-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,5073.34
2022-06-01,No oncológico (comparador),SIS,INSUMO,159097.06
2022-06-01,No oncológico (comparador),SIS,MEDICAMENTO,101607.1914
2022-06-01,No oncológico (comparador),SIS,PROCEDIMIENTO,291305.79
2022-06-01,Otro,FISSAL,INSUMO,89706.55
2022-06-01,Otro,FISSAL,MEDICAMENTO,78120.98
2022-06-01,Otro,FISSAL,PROCEDIMIENTO,241339.35
2022-06-01,Otro,SIS,INSUMO,1984766.55
2022-06-01,Otro,SIS,MEDICAMENTO,2851507.6656
2022-06-01,Otro,SIS,PROCEDIMIENTO,2659381.88
2022-06-01,Próstata,FISSAL,INSUMO,71461.05
2022-06-01,Próstata,FISSAL,MEDICAMENTO,55073.476
2022-06-01,Próstata,FISSAL,PROCEDIMIENTO,202378.96
2022-06-01,Próstata,SIS,INSUMO,1737.0200000000002
2022-06-01,Próstata,SIS,MEDICAMENTO,883.41
2022-06-01,Próstata,SIS,PROCEDIMIENTO,9803.2
2022-07-01,Colon,FISSAL,INSUMO,185267.83
2022-07-01,Colon,FISSAL,MEDICAMENTO,32404.122
2022-07-01,Colon,FISSAL,PROCEDIMIENTO,158223.43
2022-07-01,Colon,SIS,INSUMO,11293.26
2022-07-01,Colon,SIS,MEDICAMENTO,2748.3564
2022-07-01,Colon,SIS,PROCEDIMIENTO,10995.11
2022-07-01,Cuello uterino,FISSAL,INSUMO,247969.49
2022-07-01,Cuello uterino,FISSAL,MEDICAMENTO,131354.2562
2022-07-01,Cuello uterino,FISSAL,PROCEDIMIENTO,558355.08
2022-07-01,Cuello uterino,SIS,INSUMO,6640.97
2022-07-01,Cuello uterino,SIS,MEDICAMENTO,5697.894
2022-07-01,Cuello uterino,SIS,PROCEDIMIENTO,25921.55
2022-07-01,Estómago,FISSAL,INSUMO,169430.07
2022-07-01,Estómago,FISSAL,MEDICAMENTO,90330.407
2022-07-01,Estómago,FISSAL,PROCEDIMIENTO,269829.29
2022-07-01,Estómago,SIS,INSUMO,27837.35
2022-07-01,Estómago,SIS,MEDICAMENTO,9950.915
2022-07-01,Estómago,SIS,PROCEDIMIENTO,28203.52
2022-07-01,Leucemias,FISSAL,INSUMO,645058.02
2022-07-01,Leucemias,FISSAL,MEDICAMENTO,948882.1606000001
2022-07-01,Leucemias,FISSAL,PROCEDIMIENTO,1707274.1
2022-07-01,Leucemias,SIS,INSUMO,3606.84
2022-07-01,Leucemias,SIS,MEDICAMENTO,335.87
2022-07-01,Leucemias,SIS,PROCEDIMIENTO,7696.56
2022-07-01,Linfomas,FISSAL,INSUMO,182852.87
2022-07-01,Linfomas,FISSAL,MEDICAMENTO,165044.523
2022-07-01,Linfomas,FISSAL,PROCEDIMIENTO,448967.84
2022-07-01,Linfomas,SIS,INSUMO,1959.0
2022-07-01,Linfomas,SIS,MEDICAMENTO,1858.57
2022-07-01,Linfomas,SIS,PROCEDIMIENTO,7769.17
2022-07-01,Mama,FISSAL,INSUMO,314595.29
2022-07-01,Mama,FISSAL,MEDICAMENTO,395996.67600000004
2022-07-01,Mama,FISSAL,PROCEDIMIENTO,798304.88
2022-07-01,Mama,SIS,INSUMO,15148.92
2022-07-01,Mama,SIS,MEDICAMENTO,4406.69
2022-07-01,Mama,SIS,PROCEDIMIENTO,39769.9
2022-07-01,No oncológico (comparador),FISSAL,INSUMO,13876.33
2022-07-01,No oncológico (comparador),FISSAL,MEDICAMENTO,4436.110000000001
2022-07-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,7015.49
2022-07-01,No oncológico (comparador),SIS,INSUMO,113522.21
2022-07-01,No oncológico (comparador),SIS,MEDICAMENTO,98977.9852
2022-07-01,No oncológico (comparador),SIS,PROCEDIMIENTO,297858.96
2022-07-01,Otro,FISSAL,INSUMO,129109.92
2022-07-01,Otro,FISSAL,MEDICAMENTO,98155.68000000001
2022-07-01,Otro,FISSAL,PROCEDIMIENTO,215996.91
2022-07-01,Otro,SIS,INSUMO,1872816.03
2022-07-01,Otro,SIS,MEDICAMENTO,2513261.119
2022-07-01,Otro,SIS,PROCEDIMIENTO,2698487.36
2022-07-01,Próstata,FISSAL,INSUMO,104750.58
2022-07-01,Próstata,FISSAL,MEDICAMENTO,47384.508
2022-07-01,Próstata,FISSAL,PROCEDIMIENTO,215368.08
2022-07-01,Próstata,SIS,INSUMO,4808.15
2022-07-01,Próstata,SIS,MEDICAMENTO,948.3396
2022-07-01,Próstata,SIS,PROCEDIMIENTO,8498.05
2022-08-01,Colon,FISSAL,INSUMO,118201.734
2022-08-01,Colon,FISSAL,MEDICAMENTO,25337.286
2022-08-01,Colon,FISSAL,PROCEDIMIENTO,146575.52
2022-08-01,Colon,SIS,INSUMO,6540.451
2022-08-01,Colon,SIS,MEDICAMENTO,1918.0096
2022-08-01,Colon,SIS,PROCEDIMIENTO,14231.01
2022-08-01,Cuello uterino,FISSAL,INSUMO,295951.981
2022-08-01,Cuello uterino,FISSAL,MEDICAMENTO,143014.972
2022-08-01,Cuello uterino,FISSAL,PROCEDIMIENTO,719580.97
2022-08-01,Cuello uterino,SIS,INSUMO,6318.644
2022-08-01,Cuello uterino,SIS,MEDICAMENTO,4310.31
2022-08-01,Cuello uterino,SIS,PROCEDIMIENTO,37301.01
2022-08-01,Estómago,FISSAL,INSUMO,167943.008
2022-08-01,Estómago,FISSAL,MEDICAMENTO,59698.388
2022-08-01,Estómago,FISSAL,PROCEDIMIENTO,192196.82
2022-08-01,Estómago,SIS,INSUMO,8659.538
2022-08-01,Estómago,SIS,MEDICAMENTO,5593.018
2022-08-01,Estómago,SIS,PROCEDIMIENTO,25500.92
2022-08-01,Leucemias,FISSAL,INSUMO,591975.059
2022-08-01,Leucemias,FISSAL,MEDICAMENTO,828095.4088
2022-08-01,Leucemias,FISSAL,PROCEDIMIENTO,1930318.49
2022-08-01,Leucemias,SIS,INSUMO,2676.06
2022-08-01,Leucemias,SIS,MEDICAMENTO,306.02
2022-08-01,Leucemias,SIS,PROCEDIMIENTO,21971.96
2022-08-01,Linfomas,FISSAL,INSUMO,203581.961
2022-08-01,Linfomas,FISSAL,MEDICAMENTO,225745.0748
2022-08-01,Linfomas,FISSAL,PROCEDIMIENTO,506537.48
2022-08-01,Linfomas,SIS,INSUMO,1669.53
2022-08-01,Linfomas,SIS,MEDICAMENTO,921.11
2022-08-01,Linfomas,SIS,PROCEDIMIENTO,9427.31
2022-08-01,Mama,FISSAL,INSUMO,331310.898
2022-08-01,Mama,FISSAL,MEDICAMENTO,432756.89
2022-08-01,Mama,FISSAL,PROCEDIMIENTO,890128.08
2022-08-01,Mama,SIS,INSUMO,15717.84
2022-08-01,Mama,SIS,MEDICAMENTO,5238.5
2022-08-01,Mama,SIS,PROCEDIMIENTO,56391.08
2022-08-01,No oncológico (comparador),FISSAL,INSUMO,860.37
2022-08-01,No oncológico (comparador),FISSAL,MEDICAMENTO,1647.98
2022-08-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,11500.79
2022-08-01,No oncológico (comparador),SIS,INSUMO,139211.306
2022-08-01,No oncológico (comparador),SIS,MEDICAMENTO,131812.3636
2022-08-01,No oncológico (comparador),SIS,PROCEDIMIENTO,287960.8
2022-08-01,Otro,FISSAL,INSUMO,287316.699
2022-08-01,Otro,FISSAL,MEDICAMENTO,193633.6284
2022-08-01,Otro,FISSAL,PROCEDIMIENTO,330614.91
2022-08-01,Otro,SIS,INSUMO,1959971.734
2022-08-01,Otro,SIS,MEDICAMENTO,2770845.9558
2022-08-01,Otro,SIS,PROCEDIMIENTO,3052170.39
2022-08-01,Próstata,FISSAL,INSUMO,94549.792
2022-08-01,Próstata,FISSAL,MEDICAMENTO,48058.527
2022-08-01,Próstata,FISSAL,PROCEDIMIENTO,220482.94999999998
2022-08-01,Próstata,SIS,INSUMO,1741.81
2022-08-01,Próstata,SIS,MEDICAMENTO,780.652
2022-08-01,Próstata,SIS,PROCEDIMIENTO,7710.05
2022-09-01,Colon,FISSAL,INSUMO,183326.242
2022-09-01,Colon,FISSAL,MEDICAMENTO,34476.278
2022-09-01,Colon,FISSAL,PROCEDIMIENTO,202767.88999999998
2022-09-01,Colon,SIS,INSUMO,3426.428
2022-09-01,Colon,SIS,MEDICAMENTO,1556.8594
2022-09-01,Colon,SIS,PROCEDIMIENTO,8047.71
2022-09-01,Cuello uterino,FISSAL,INSUMO,250535.606
2022-09-01,Cuello uterino,FISSAL,MEDICAMENTO,215849.8592
2022-09-01,Cuello uterino,FISSAL,PROCEDIMIENTO,629700.09
2022-09-01,Cuello uterino,SIS,INSUMO,4027.274
2022-09-01,Cuello uterino,SIS,MEDICAMENTO,2640.88
2022-09-01,Cuello uterino,SIS,PROCEDIMIENTO,44052.68
2022-09-01,Estómago,FISSAL,INSUMO,180484.343
2022-09-01,Estómago,FISSAL,MEDICAMENTO,57385.9952
2022-09-01,Estómago,FISSAL,PROCEDIMIENTO,210563.74
2022-09-01,Estómago,SIS,INSUMO,9080.082
2022-09-01,Estómago,SIS,MEDICAMENTO,3972.808
2022-09-01,Estómago,SIS,PROCEDIMIENTO,14748.58
2022-09-01,Leucemias,FISSAL,INSUMO,502348.39
2022-09-01,Leucemias,FISSAL,MEDICAMENTO,733097.4372
2022-09-01,Leucemias,FISSAL,PROCEDIMIENTO,1673764.64
2022-09-01,Leucemias,SIS,INSUMO,2741.47
2022-09-01,Leucemias,SIS,MEDICAMENTO,189.45000000000002
2022-09-01,Leucemias,SIS,PROCEDIMIENTO,18226.1
2022-09-01,Linfomas,FISSAL,INSUMO,179256.224
2022-09-01,Linfomas,FISSAL,MEDICAMENTO,278644.021
2022-09-01,Linfomas,FISSAL,PROCEDIMIENTO,557505.95
2022-09-01,Linfomas,SIS,INSUMO,1682.0
2022-09-01,Linfomas,SIS,MEDICAMENTO,919.463
2022-09-01,Linfomas,SIS,PROCEDIMIENTO,13527.89
2022-09-01,Mama,FISSAL,INSUMO,334508.197
2022-09-01,Mama,FISSAL,MEDICAMENTO,408681.484
2022-09-01,Mama,FISSAL,PROCEDIMIENTO,846276.4199999999
2022-09-01,Mama,SIS,INSUMO,7588.154
2022-09-01,Mama,SIS,MEDICAMENTO,2199.576
2022-09-01,Mama,SIS,PROCEDIMIENTO,43668.1
2022-09-01,No oncológico (comparador),FISSAL,INSUMO,1246.0
2022-09-01,No oncológico (comparador),FISSAL,MEDICAMENTO,8411.933
2022-09-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,10331.75
2022-09-01,No oncológico (comparador),SIS,INSUMO,107546.459
2022-09-01,No oncológico (comparador),SIS,MEDICAMENTO,154427.2292
2022-09-01,No oncológico (comparador),SIS,PROCEDIMIENTO,283750.89
2022-09-01,Otro,FISSAL,INSUMO,254960.179
2022-09-01,Otro,FISSAL,MEDICAMENTO,179646.84
2022-09-01,Otro,FISSAL,PROCEDIMIENTO,287731.58
2022-09-01,Otro,SIS,INSUMO,2035462.966
2022-09-01,Otro,SIS,MEDICAMENTO,2252806.4184
2022-09-01,Otro,SIS,PROCEDIMIENTO,2870596.81
2022-09-01,Próstata,FISSAL,INSUMO,95487.936
2022-09-01,Próstata,FISSAL,MEDICAMENTO,50528.6984
2022-09-01,Próstata,FISSAL,PROCEDIMIENTO,211756.81
2022-09-01,Próstata,SIS,INSUMO,1565.055
2022-09-01,Próstata,SIS,MEDICAMENTO,2471.56
2022-09-01,Próstata,SIS,PROCEDIMIENTO,16150.66
2022-10-01,Colon,FISSAL,INSUMO,212082.7
2022-10-01,Colon,FISSAL,MEDICAMENTO,38434.5372
2022-10-01,Colon,FISSAL,PROCEDIMIENTO,224238.63
2022-10-01,Colon,SIS,INSUMO,1038.42
2022-10-01,Colon,SIS,MEDICAMENTO,519.5
2022-10-01,Colon,SIS,PROCEDIMIENTO,5783.0
2022-10-01,Cuello uterino,FISSAL,INSUMO,232820.25
2022-10-01,Cuello uterino,FISSAL,MEDICAMENTO,146155.0948
2022-10-01,Cuello uterino,FISSAL,PROCEDIMIENTO,607606.08
2022-10-01,Cuello uterino,SIS,INSUMO,7408.81
2022-10-01,Cuello uterino,SIS,MEDICAMENTO,1694.59
2022-10-01,Cuello uterino,SIS,PROCEDIMIENTO,28226.18
2022-10-01,Estómago,FISSAL,INSUMO,208857.38999999998
2022-10-01,Estómago,FISSAL,MEDICAMENTO,93974.28
2022-10-01,Estómago,FISSAL,PROCEDIMIENTO,254875.92
2022-10-01,Estómago,SIS,INSUMO,5044.65
2022-10-01,Estómago,SIS,MEDICAMENTO,1117.971
2022-10-01,Estómago,SIS,PROCEDIMIENTO,8339.6
2022-10-01,Leucemias,FISSAL,INSUMO,535794.28
2022-10-01,Leucemias,FISSAL,MEDICAMENTO,933982.8114
2022-10-01,Leucemias,FISSAL,PROCEDIMIENTO,2016877.8900000001
2022-10-01,Leucemias,SIS,INSUMO,173.2
2022-10-01,Leucemias,SIS,MEDICAMENTO,17.25
2022-10-01,Leucemias,SIS,PROCEDIMIENTO,8176.26
2022-10-01,Linfomas,FISSAL,INSUMO,244323.59
2022-10-01,Linfomas,FISSAL,MEDICAMENTO,167922.538
2022-10-01,Linfomas,FISSAL,PROCEDIMIENTO,659653.34
2022-10-01,Linfomas,SIS,INSUMO,1468.5
2022-10-01,Linfomas,SIS,MEDICAMENTO,1739.7130000000002
2022-10-01,Linfomas,SIS,PROCEDIMIENTO,6612.5599999999995
2022-10-01,Mama,FISSAL,INSUMO,340935.65
2022-10-01,Mama,FISSAL,MEDICAMENTO,389925.1366
2022-10-01,Mama,FISSAL,PROCEDIMIENTO,844906.25
2022-10-01,Mama,SIS,INSUMO,4948.97
2022-10-01,Mama,SIS,MEDICAMENTO,1674.154
2022-10-01,Mama,SIS,PROCEDIMIENTO,29353.59
2022-10-01,No oncológico (comparador),FISSAL,INSUMO,21631.11
2022-10-01,No oncológico (comparador),FISSAL,MEDICAMENTO,34214.612
2022-10-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,27608.27
2022-10-01,No oncológico (comparador),SIS,INSUMO,135877.32
2022-10-01,No oncológico (comparador),SIS,MEDICAMENTO,125435.1438
2022-10-01,No oncológico (comparador),SIS,PROCEDIMIENTO,303231.49
2022-10-01,Otro,FISSAL,INSUMO,222737.95
2022-10-01,Otro,FISSAL,MEDICAMENTO,276252.83999999997
2022-10-01,Otro,FISSAL,PROCEDIMIENTO,390700.65
2022-10-01,Otro,SIS,INSUMO,2089519.93
2022-10-01,Otro,SIS,MEDICAMENTO,1813333.1300000001
2022-10-01,Otro,SIS,PROCEDIMIENTO,3009575.46
2022-10-01,Próstata,FISSAL,INSUMO,89781.33
2022-10-01,Próstata,FISSAL,MEDICAMENTO,43869.652
2022-10-01,Próstata,FISSAL,PROCEDIMIENTO,258451.13
2022-10-01,Próstata,SIS,INSUMO,1642.92
2022-10-01,Próstata,SIS,MEDICAMENTO,354.84000000000003
2022-10-01,Próstata,SIS,PROCEDIMIENTO,10430.9
2022-11-01,Colon,FISSAL,INSUMO,113483.92
2022-11-01,Colon,FISSAL,MEDICAMENTO,19409.34
2022-11-01,Colon,FISSAL,PROCEDIMIENTO,167092.73
2022-11-01,Colon,SIS,INSUMO,1904.7299999999998
2022-11-01,Colon,SIS,MEDICAMENTO,620.72
2022-11-01,Colon,SIS,PROCEDIMIENTO,8825.949999999999
2022-11-01,Cuello uterino,FISSAL,INSUMO,162895.06
2022-11-01,Cuello uterino,FISSAL,MEDICAMENTO,98525.433
2022-11-01,Cuello uterino,FISSAL,PROCEDIMIENTO,595106.61
2022-11-01,Cuello uterino,SIS,INSUMO,2028.8300000000002
2022-11-01,Cuello uterino,SIS,MEDICAMENTO,1003.82
2022-11-01,Cuello uterino,SIS,PROCEDIMIENTO,12214.05
2022-11-01,Estómago,FISSAL,INSUMO,163598.25
2022-11-01,Estómago,FISSAL,MEDICAMENTO,61759.8168
2022-11-01,Estómago,FISSAL,PROCEDIMIENTO,231315.3
2022-11-01,Estómago,SIS,INSUMO,1376.76
2022-11-01,Estómago,SIS,MEDICAMENTO,360.46
2022-11-01,Estómago,SIS,PROCEDIMIENTO,5870.95
2022-11-01,Leucemias,FISSAL,INSUMO,329344.62
2022-11-01,Leucemias,FISSAL,MEDICAMENTO,551707.7814
2022-11-01,Leucemias,FISSAL,PROCEDIMIENTO,1250483.2
2022-11-01,Leucemias,SIS,INSUMO,1748.22
2022-11-01,Leucemias,SIS,MEDICAMENTO,288.6
2022-11-01,Leucemias,SIS,PROCEDIMIENTO,11991.12
2022-11-01,Linfomas,FISSAL,INSUMO,96745.43000000001
2022-11-01,Linfomas,FISSAL,MEDICAMENTO,83782.9794
2022-11-01,Linfomas,FISSAL,PROCEDIMIENTO,369103.94
2022-11-01,Linfomas,SIS,INSUMO,24.44
2022-11-01,Linfomas,SIS,MEDICAMENTO,342.3
2022-11-01,Linfomas,SIS,PROCEDIMIENTO,14744.72
2022-11-01,Mama,FISSAL,INSUMO,199895.66
2022-11-01,Mama,FISSAL,MEDICAMENTO,179290.8862
2022-11-01,Mama,FISSAL,PROCEDIMIENTO,772259.88
2022-11-01,Mama,SIS,INSUMO,5922.54
2022-11-01,Mama,SIS,MEDICAMENTO,1658.98
2022-11-01,Mama,SIS,PROCEDIMIENTO,20991.88
2022-11-01,No oncológico (comparador),FISSAL,INSUMO,247.53
2022-11-01,No oncológico (comparador),FISSAL,MEDICAMENTO,534.33
2022-11-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,6755.57
2022-11-01,No oncológico (comparador),SIS,INSUMO,21938.1
2022-11-01,No oncológico (comparador),SIS,MEDICAMENTO,36549.3532
2022-11-01,No oncológico (comparador),SIS,PROCEDIMIENTO,136166.61000000002
2022-11-01,Otro,FISSAL,INSUMO,82356.91
2022-11-01,Otro,FISSAL,MEDICAMENTO,113591.11
2022-11-01,Otro,FISSAL,PROCEDIMIENTO,139911.05
2022-11-01,Otro,SIS,INSUMO,742852.49
2022-11-01,Otro,SIS,MEDICAMENTO,842557.5234000001
2022-11-01,Otro,SIS,PROCEDIMIENTO,2266504.0
2022-11-01,Próstata,FISSAL,INSUMO,53518.82
2022-11-01,Próstata,FISSAL,MEDICAMENTO,28491.016
2022-11-01,Próstata,FISSAL,PROCEDIMIENTO,180140.96
2022-11-01,Próstata,SIS,INSUMO,2062.56
2022-11-01,Próstata,SIS,MEDICAMENTO,626.51
2022-11-01,Próstata,SIS,PROCEDIMIENTO,7831.56
2022-12-01,Colon,FISSAL,INSUMO,40754.63
2022-12-01,Colon,FISSAL,MEDICAMENTO,18786.063000000002
2022-12-01,Colon,FISSAL,PROCEDIMIENTO,113941.3
2022-12-01,Colon,SIS,INSUMO,2851.7000000000003
2022-12-01,Colon,SIS,MEDICAMENTO,396.93320000000006
2022-12-01,Colon,SIS,PROCEDIMIENTO,2200.37
2022-12-01,Cuello uterino,FISSAL,INSUMO,102921.3
2022-12-01,Cuello uterino,FISSAL,MEDICAMENTO,96729.45999999999
2022-12-01,Cuello uterino,FISSAL,PROCEDIMIENTO,524175.11
2022-12-01,Cuello uterino,SIS,INSUMO,1660.62
2022-12-01,Cuello uterino,SIS,MEDICAMENTO,839.25
2022-12-01,Cuello uterino,SIS,PROCEDIMIENTO,9756.3
2022-12-01,Estómago,FISSAL,INSUMO,54738.07
2022-12-01,Estómago,FISSAL,MEDICAMENTO,27176.565
2022-12-01,Estómago,FISSAL,PROCEDIMIENTO,133274.88999999998
2022-12-01,Estómago,SIS,INSUMO,713.09
2022-12-01,Estómago,SIS,MEDICAMENTO,217.549
2022-12-01,Estómago,SIS,PROCEDIMIENTO,2710.58
2022-12-01,Leucemias,FISSAL,INSUMO,99960.31
2022-12-01,Leucemias,FISSAL,MEDICAMENTO,176333.3242
2022-12-01,Leucemias,FISSAL,PROCEDIMIENTO,534591.09
2022-12-01,Leucemias,SIS,INSUMO,1095.55
2022-12-01,Leucemias,SIS,MEDICAMENTO,415.92
2022-12-01,Leucemias,SIS,PROCEDIMIENTO,9935.710000000001
2022-12-01,Linfomas,FISSAL,INSUMO,49021.81
2022-12-01,Linfomas,FISSAL,MEDICAMENTO,56244.245200000005
2022-12-01,Linfomas,FISSAL,PROCEDIMIENTO,279931.51
2022-12-01,Linfomas,SIS,INSUMO,538.5699999999999
2022-12-01,Linfomas,SIS,MEDICAMENTO,452.48
2022-12-01,Linfomas,SIS,PROCEDIMIENTO,7446.13
2022-12-01,Mama,FISSAL,INSUMO,176894.11
2022-12-01,Mama,FISSAL,MEDICAMENTO,158074.306
2022-12-01,Mama,FISSAL,PROCEDIMIENTO,735818.87
2022-12-01,Mama,SIS,INSUMO,2953.2000000000003
2022-12-01,Mama,SIS,MEDICAMENTO,850.89
2022-12-01,Mama,SIS,PROCEDIMIENTO,10828.16
2022-12-01,No oncológico (comparador),FISSAL,INSUMO,2766.2000000000003
2022-12-01,No oncológico (comparador),FISSAL,MEDICAMENTO,639.7330000000001
2022-12-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,4875.47
2022-12-01,No oncológico (comparador),SIS,INSUMO,26158.11
2022-12-01,No oncológico (comparador),SIS,MEDICAMENTO,25524.9692
2022-12-01,No oncológico (comparador),SIS,PROCEDIMIENTO,94311.31999999999
2022-12-01,Otro,FISSAL,INSUMO,47206.28
2022-12-01,Otro,FISSAL,MEDICAMENTO,72616.36
2022-12-01,Otro,FISSAL,PROCEDIMIENTO,109036.34
2022-12-01,Otro,SIS,INSUMO,368773.34
2022-12-01,Otro,SIS,MEDICAMENTO,538234.1806
2022-12-01,Otro,SIS,PROCEDIMIENTO,1684781.61
2022-12-01,Próstata,FISSAL,INSUMO,33487.87
2022-12-01,Próstata,FISSAL,MEDICAMENTO,30249.565
2022-12-01,Próstata,FISSAL,PROCEDIMIENTO,153488.05
2022-12-01,Próstata,SIS,INSUMO,1520.15
2022-12-01,Próstata,SIS,MEDICAMENTO,1732.4
2022-12-01,Próstata,SIS,PROCEDIMIENTO,7874.46
