tiempo,diag_group,iafas,tipo_consumo,TOTAL_NETO
2021-09-01,Colon,SIS,PROCEDIMIENTO,8890.41
2021-09-01,Cuello uterino,FISSAL,INSUMO,197978.88999999998
2021-09-01,Cuello uterino,FISSAL,MEDICAMENTO,174524.112
2021-09-01,Cuello uterino,FISSAL,PROCEDIMIENTO,279705.38
2021-09-01,Cuello uterino,SIS,INSUMO,13644.55
2021-09-01,Cuello uterino,SIS,MEDICAMENTO,3790.61
2021-09-01,Cuello uterino,SIS,PROCEDIMIENTO,13371.83
2021-09-01,Estómago,FISSAL,INSUMO,147437.01
2021-09-01,Estómago,FISSAL,MEDICAMENTO,45163.0986
2021-09-01,Estómago,FISSAL,PROCEDIMIENTO,130765.09
2021-09-01,Estómago,SIS,INSUMO,19107.0
2021-09-01,Estómago,SIS,MEDICAMENTO,4792.347
2021-09-01,Estómago,SIS,PROCEDIMIENTO,10375.75
2021-09-01,Leucemias,FISSAL,INSUMO,435577.13
2021-09-01,Leucemias,FISSAL,MEDICAMENTO,575610.8117
2021-09-01,Leucemias,FISSAL,PROCEDIMIENTO,1279280.06
2021-09-01,Leucemias,SIS,INSUMO,4653.17
2021-09-01,Leucemias,SIS,MEDICAMENTO,1264.65
2021-09-01,Leucemias,SIS,PROCEDIMIENTO,21034.74
2021-09-01,Linfomas,FISSAL,INSUMO,121137.52
2021-09-01,Linfomas,FISSAL,MEDICAMENTO,239150.273
2021-09-01,Linfomas,FISSAL,PROCEDIMIENTO,411994.12
2021-09-01,Linfomas,SIS,INSUMO,4695.8
2021-09-01,Linfomas,SIS,MEDICAMENTO,3001.396
2021-09-01,Linfomas,SIS,PROCEDIMIENTO,17521.16
2021-09-01,Mama,FISSAL,INSUMO,168955.82
2021-09-01,Mama,FISSAL,MEDICAMENTO,476339.886
2021-09-01,Mama,FISSAL,PROCEDIMIENTO,522487.27
2021-09-01,Mama,SIS,INSUMO,4865.28
2021-09-01,Mama,SIS,MEDICAMENTO,1218.503
2021-09-01,Mama,SIS,PROCEDIMIENTO,6976.79
2021-09-01,No oncológico (comparador),FISSAL,INSUMO,50849.24
2021-09-01,No oncológico (comparador),FISSAL,MEDICAMENTO,41183.65
2021-09-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,59475.200000000004
2021-09-01,No oncológico (comparador),SIS,INSUMO,156474.53
2021-09-01,No oncológico (comparador),SIS,MEDICAMENTO,336840.2718
2021-09-01,No oncológico (comparador),SIS,PROCEDIMIENTO,570154.96
2021-09-01,Otro,FISSAL,INSUMO,88339.38
2021-09-01,Otro,FISSAL,MEDICAMENTO,144601.23
2021-09-01,Otro,FISSAL,PROCEDIMIENTO,217503.08
2021-09-01,Otro,SIS,INSUMO,1704261.39
2021-09-01,Otro,SIS,MEDICAMENTO,3048186.057
2021-09-01,Otro,SIS,PROCEDIMIENTO,2723188.05
2021-09-01,Próstata,FISSAL,INSUMO,51518.3
2021-09-01,Próstata,FISSAL,MEDICAMENTO,76511.632
2021-09-01,Próstata,FISSAL,PROCEDIMIENTO,81538.06
2021-09-01,Próstata,SIS,INSUMO,1524.68
2021-09-01,Próstata,SIS,MEDICAMENTO,823.4
2021-09-01,Próstata,SIS,PROCEDIMIENTO,2103.94
2021-10-01,Colon,FISSAL,INSUMO,167917.35
2021-10-01,Colon,FISSAL,MEDICAMENTO,37553.322
2021-10-01,Colon,FISSAL,PROCEDIMIENTO,122089.57
2021-10-01,Colon,SIS,INSUMO,21803.02
2021-10-01,Colon,SIS,MEDICAMENTO,2094.9932
2021-10-01,Colon,SIS,PROCEDIMIENTO,12912.56
2021-10-01,Cuello uterino,FISSAL,INSUMO,227382.4
2021-10-01,Cuello uterino,FISSAL,MEDICAMENTO,168755.321
2021-10-01,Cuello uterino,FISSAL,PROCEDIMIENTO,285427.02
2021-10-01,Cuello uterino,SIS,INSUMO,5610.68
2021-10-01,Cuello uterino,SIS,MEDICAMENTO,1629.78
2021-10-01,Cuello uterino,SIS,PROCEDIMIENTO,4414.13
2021-10-01,Estómago,FISSAL,INSUMO,153180.95
2021-10-01,Estómago,FISSAL,MEDICAMENTO,75473.303
2021-10-01,Estómago,FISSAL,PROCEDIMIENTO,143213.83
2021-10-01,Estómago,SIS,INSUMO,23086.13
2021-10-01,Estómago,SIS,MEDICAMENTO,5270.1352
2021-10-01,Estómago,SIS,PROCEDIMIENTO,16471.86
2021-10-01,Leucemias,FISSAL,INSUMO,674129.34
2021-10-01,Leucemias,FISSAL,MEDICAMENTO,900002.835
2021-10-01,Leucemias,FISSAL,PROCEDIMIENTO,1892566.82
2021-10-01,Leucemias,SIS,INSUMO,202.36999999999998
2021-10-01,Leucemias,SIS,MEDICAMENTO,107.8
2021-10-01,Leucemias,SIS,PROCEDIMIENTO,3184.31
2021-10-01,Linfomas,FISSAL,INSUMO,231487.61
2021-10-01,Linfomas,FISSAL,MEDICAMENTO,262589.317
2021-10-01,Linfomas,FISSAL,PROCEDIMIENTO,482359.35
2021-10-01,Linfomas,SIS,INSUMO,3451.91
2021-10-01,Linfomas,SIS,MEDICAMENTO,1178.07
2021-10-01,Linfomas,SIS,PROCEDIMIENTO,9997.78
2021-10-01,Mama,FISSAL,INSUMO,168740.19
2021-10-01,Mama,FISSAL,MEDICAMENTO,429448.212
2021-10-01,Mama,FISSAL,PROCEDIMIENTO,538764.3099999999
2021-10-01,Mama,SIS,INSUMO,2524.21
2021-10-01,Mama,SIS,MEDICAMENTO,1134.18
2021-10-01,Mama,SIS,PROCEDIMIENTO,5666.45
2021-10-01,No oncológico (comparador),FISSAL,INSUMO,42126.670000000006
2021-10-01,No oncológico (comparador),FISSAL,MEDICAMENTO,12628.717999999999
2021-10-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,13591.45
2021-10-01,No oncológico (comparador),SIS,INSUMO,115690.49
2021-10-01,No oncológico (comparador),SIS,MEDICAMENTO,212124.936
2021-10-01,No oncológico (comparador),SIS,PROCEDIMIENTO,383236.47
2021-10-01,Otro,FISSAL,INSUMO,84531.05
2021-10-01,Otro,FISSAL,MEDICAMENTO,69012.923
2021-10-01,Otro,FISSAL,PROCEDIMIENTO,121009.7
2021-10-01,Otro,SIS,INSUMO,1413429.34
2021-10-01,Otro,SIS,MEDICAMENTO,2952558.0478
2021-10-01,Otro,SIS,PROCEDIMIENTO,2846978.1
2021-10-01,Próstata,FISSAL,INSUMO,60351.79
2021-10-01,Próstata,FISSAL,MEDICAMENTO,78013.33
2021-10-01,Próstata,FISSAL,PROCEDIMIENTO,87044.83
2021-10-01,Próstata,SIS,INSUMO,1627.36
2021-10-01,Próstata,SIS,MEDICAMENTO,400.07
2021-10-01,Próstata,SIS,PROCEDIMIENTO,4020.9700000000003
2021-11-01,Colon,FISSAL,INSUMO,151242.2
2021-11-01,Colon,FISSAL,MEDICAMENTO,32772.3692
2021-11-01,Colon,FISSAL,PROCEDIMIENTO,113555.25
2021-11-01,Colon,SIS,INSUMO,11614.76
2021-11-01,Colon,SIS,MEDICAMENTO,1892.8832
2021-11-01,Colon,SIS,PROCEDIMIENTO,9075.31
2021-11-01,Cuello uterino,FISSAL,INSUMO,190320.96
2021-11-01,Cuello uterino,FISSAL,MEDICAMENTO,152777.644
2021-11-01,Cuello uterino,FISSAL,PROCEDIMIENTO,267095.16
2021-11-01,Cuello uterino,SIS,INSUMO,4787.84
2021-11-01,Cuello uterino,SIS,MEDICAMENTO,1467.11
2021-11-01,Cuello uterino,SIS,PROCEDIMIENTO,4261.22
2021-11-01,Estómago,FISSAL,INSUMO,149518.49
2021-11-01,Estómago,FISSAL,MEDICAMENTO,46722.39
2021-11-01,Estómago,FISSAL,PROCEDIMIENTO,146681.81
2021-11-01,Estómago,SIS,INSUMO,24678.850000000002
2021-11-01,Estómago,SIS,MEDICAMENTO,5472.61
2021-11-01,Estómago,SIS,PROCEDIMIENTO,16076.13
2021-11-01,Leucemias,FISSAL,INSUMO,631829.3
2021-11-01,Leucemias,FISSAL,MEDICAMENTO,830375.83
2021-11-01,Leucemias,FISSAL,PROCEDIMIENTO,1591253.75
2021-11-01,Leucemias,SIS,INSUMO,2291.95
2021-11-01,Leucemias,SIS,MEDICAMENTO,316.17
2021-11-01,Leucemias,SIS,PROCEDIMIENTO,6344.0
2021-11-01,Linfomas,FISSAL,INSUMO,192163.93
2021-11-01,Linfomas,FISSAL,MEDICAMENTO,301636.463
2021-11-01,Linfomas,FISSAL,PROCEDIMIENTO,349344.33
2021-11-01,Linfomas,SIS,INSUMO,1404.85
2021-11-01,Linfomas,SIS,MEDICAMENTO,724.24
2021-11-01,Linfomas,SIS,PROCEDIMIENTO,7694.88
2021-11-01,Mama,FISSAL,INSUMO,199007.75
2021-11-01,Mama,FISSAL,MEDICAMENTO,488012.306
2021-11-01,Mama,FISSAL,PROCEDIMIENTO,524576.82
2021-11-01,Mama,SIS,INSUMO,2635.7400000000002
2021-11-01,Mama,SIS,MEDICAMENTO,1038.31
2021-11-01,Mama,SIS,PROCEDIMIENTO,7121.32
2021-11-01,No oncológico (comparador),FISSAL,INSUMO,36675.159999999996
2021-11-01,No oncológico (comparador),FISSAL,MEDICAMENTO,19343.239999999998
2021-11-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,30315.36
2021-11-01,No oncológico (comparador),SIS,INSUMO,111327.86
2021-11-01,No oncológico (comparador),SIS,MEDICAMENTO,267060.105
2021-11-01,No oncológico (comparador),SIS,PROCEDIMIENTO,397603.16
2021-11-01,Otro,FISSAL,INSUMO,67957.07
2021-11-01,Otro,FISSAL,MEDICAMENTO,66930.31999999999
2021-11-01,Otro,FISSAL,PROCEDIMIENTO,84656.41
2021-11-01,Otro,SIS,INSUMO,1759428.12
2021-11-01,Otro,SIS,MEDICAMENTO,2809085.5982
2021-11-01,Otro,SIS,PROCEDIMIENTO,3020041.45
2021-11-01,Próstata,FISSAL,INSUMO,72469.23
2021-11-01,Próstata,FISSAL,MEDICAMENTO,78500.7866
2021-11-01,Próstata,FISSAL,PROCEDIMIENTO,90274.1
2021-11-01,Próstata,SIS,INSUMO,1204.4
2021-11-01,Próstata,SIS,MEDICAMENTO,527.67
2021-11-01,Próstata,SIS,PROCEDIMIENTO,2106.4
2021-12-01,Colon,FISSAL,INSUMO,151332.14
2021-12-01,Colon,FISSAL,MEDICAMENTO,30223.29
2021-12-01,Colon,FISSAL,PROCEDIMIENTO,114590.56
2021-12-01,Colon,SIS,INSUMO,22228.29
2021-12-01,Colon,SIS,MEDICAMENTO,4126.64
2021-12-01,Colon,SIS,PROCEDIMIENTO,17966.51
2021-12-01,Cuello uterino,FISSAL,INSUMO,165095.62
2021-12-01,Cuello uterino,FISSAL,MEDICAMENTO,151995.568
2021-12-01,Cuello uterino,FISSAL,PROCEDIMIENTO,229575.84
2021-12-01,Cuello uterino,SIS,INSUMO,3579.42
2021-12-01,Cuello uterino,SIS,MEDICAMENTO,2599.18
2021-12-01,Cuello uterino,SIS,PROCEDIMIENTO,9782.36
2021-12-01,Estómago,FISSAL,INSUMO,72048.52
2021-12-01,Estómago,FISSAL,MEDICAMENTO,39705.7516
2021-12-01,Estómago,FISSAL,PROCEDIMIENTO,96391.73
2021-12-01,Estómago,SIS,INSUMO,28843.25
2021-12-01,Estómago,SIS,MEDICAMENTO,7345.8632
2021-12-01,Estómago,SIS,PROCEDIMIENTO,17079.18
2021-12-01,Leucemias,FISSAL,INSUMO,353286.53
2021-12-01,Leucemias,FISSAL,MEDICAMENTO,448924.984
2021-12-01,Leucemias,FISSAL,PROCEDIMIENTO,944760.41
2021-12-01,Leucemias,SIS,INSUMO,6762.57
2021-12-01,Leucemias,SIS,MEDICAMENTO,1309.06
2021-12-01,Leucemias,SIS,PROCEDIMIENTO,9627.24
2021-12-01,Linfomas,FISSAL,INSUMO,180188.0
2021-12-01,Linfomas,FISSAL,MEDICAMENTO,227917.59
2021-12-01,Linfomas,FISSAL,PROCEDIMIENTO,360803.67
2021-12-01,Linfomas,SIS,INSUMO,4569.81
2021-12-01,Linfomas,SIS,MEDICAMENTO,2090.0414
2021-12-01,Linfomas,SIS,PROCEDIMIENTO,5238.65
2021-12-01,Mama,FISSAL,INSUMO,238088.68
2021-12-01,Mama,FISSAL,MEDICAMENTO,533741.944
2021-12-01,Mama,FISSAL,PROCEDIMIENTO,496791.45999999996
2021-12-01,Mama,SIS,INSUMO,2797.66
2021-12-01,Mama,SIS,MEDICAMENTO,1451.85
2021-12-01,Mama,SIS,PROCEDIMIENTO,7310.31
2021-12-01,No oncológico (comparador),FISSAL,INSUMO,8116.43
2021-12-01,No oncológico (comparador),FISSAL,MEDICAMENTO,63374.56
2021-12-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,90270.81
2021-12-01,No oncológico (comparador),SIS,INSUMO,239184.44
2021-12-01,No oncológico (comparador),SIS,MEDICAMENTO,482857.9484
2021-12-01,No oncológico (comparador),SIS,PROCEDIMIENTO,950890.7000000001
2021-12-01,Otro,FISSAL,INSUMO,64637.76
2021-12-01,Otro,FISSAL,MEDICAMENTO,73373.51
2021-12-01,Otro,FISSAL,PROCEDIMIENTO,121409.58
2021-12-01,Otro,SIS,INSUMO,1881463.61
2021-12-01,Otro,SIS,MEDICAMENTO,3175197.349
2021-12-01,Otro,SIS,PROCEDIMIENTO,2947311.12
2021-12-01,Próstata,FISSAL,INSUMO,60570.51
2021-12-01,Próstata,FISSAL,MEDICAMENTO,95108.338
2021-12-01,Próstata,FISSAL,PROCEDIMIENTO,82929.49
2021-12-01,Próstata,SIS,INSUMO,965.5
2021-12-01,Próstata,SIS,MEDICAMENTO,560.542
2021-12-01,Próstata,SIS,PROCEDIMIENTO,2982.0499999999997
2022-01-01,Colon,FISSAL,INSUMO,162616.01
2022-01-01,Colon,FISSAL,MEDICAMENTO,26304.772
2022-01-01,Colon,FISSAL,PROCEDIMIENTO,106501.14
2022-01-01,Colon,SIS,INSUMO,8673.21
2022-01-01,Colon,SIS,MEDICAMENTO,3421.56
2022-01-01,Colon,SIS,PROCEDIMIENTO,12491.79
2022-01-01,Cuello uterino,FISSAL,INSUMO,131906.66999999998
2022-01-01,Cuello uterino,FISSAL,MEDICAMENTO,112700.322
2022-01-01,Cuello uterino,FISSAL,PROCEDIMIENTO,200732.04
2022-01-01,Cuello uterino,SIS,INSUMO,3792.67
2022-01-01,Cuello uterino,SIS,MEDICAMENTO,2670.44
2022-01-01,Cuello uterino,SIS,PROCEDIMIENTO,7496.8
2022-01-01,Estómago,FISSAL,INSUMO,90898.87
2022-01-01,Estómago,FISSAL,MEDICAMENTO,37381.811
2022-01-01,Estómago,FISSAL,PROCEDIMIENTO,99177.09
2022-01-01,Estómago,SIS,INSUMO,23254.43
2022-01-01,Estómago,SIS,MEDICAMENTO,8454.728000000001
2022-01-01,Estómago,SIS,PROCEDIMIENTO,15542.56
2022-01-01,Leucemias,FISSAL,INSUMO,400695.81
2022-01-01,Leucemias,FISSAL,MEDICAMENTO,357906.708
2022-01-01,Leucemias,FISSAL,PROCEDIMIENTO,944768.58
2022-01-01,Leucemias,SIS,INSUMO,4316.93
2022-01-01,Leucemias,SIS,MEDICAMENTO,1765.49
2022-01-01,Leucemias,SIS,PROCEDIMIENTO,7484.35
2022-01-01,Linfomas,FISSAL,INSUMO,140953.61
2022-01-01,Linfomas,FISSAL,MEDICAMENTO,204050.788
2022-01-01,Linfomas,FISSAL,PROCEDIMIENTO,323307.89
2022-01-01,Linfomas,SIS,INSUMO,1378.17
2022-01-01,Linfomas,SIS,MEDICAMENTO,751.96
2022-01-01,Linfomas,SIS,PROCEDIMIENTO,3024.28
2022-01-01,Mama,FISSAL,INSUMO,182102.65
2022-01-01,Mama,FISSAL,MEDICAMENTO,573264.756
2022-01-01,Mama,FISSAL,PROCEDIMIENTO,416080.81
2022-01-01,Mama,SIS,INSUMO,4291.85
2022-01-01,Mama,SIS,MEDICAMENTO,2455.406
2022-01-01,Mama,SIS,PROCEDIMIENTO,11599.37
2022-01-01,No oncológico (comparador),FISSAL,INSUMO,2138.13
2022-01-01,No oncológico (comparador),FISSAL,MEDICAMENTO,95836.4
2022-01-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,129663.24
2022-01-01,No oncológico (comparador),SIS,INSUMO,297334.58
2022-01-01,No oncológico (comparador),SIS,MEDICAMENTO,531810.576
2022-01-01,No oncológico (comparador),SIS,PROCEDIMIENTO,1132656.72
2022-01-01,Otro,FISSAL,INSUMO,45444.59
2022-01-01,Otro,FISSAL,MEDICAMENTO,28608.95
2022-01-01,Otro,FISSAL,PROCEDIMIENTO,64669.090000000004
2022-01-01,Otro,SIS,INSUMO,1492095.12
2022-01-01,Otro,SIS,MEDICAMENTO,2593228.2196
2022-01-01,Otro,SIS,PROCEDIMIENTO,2827083.43
2022-01-01,Próstata,FISSAL,INSUMO,46852.75
2022-01-01,Próstata,FISSAL,MEDICAMENTO,65192.2024
2022-01-01,Próstata,FISSAL,PROCEDIMIENTO,94079.89
2022-01-01,Próstata,SIS,INSUMO,1998.8
2022-01-01,Próstata,SIS,MEDICAMENTO,731.49
2022-01-01,Próstata,SIS,PROCEDIMIENTO,3113.72
2022-02-01,Colon,FISSAL,INSUMO,110102.73
2022-02-01,Colon,FISSAL,MEDICAMENTO,25911.09
2022-02-01,Colon,FISSAL,PROCEDIMIENTO,83925.43
2022-02-01,Colon,SIS,INSUMO,9112.83
2022-02-01,Colon,SIS,MEDICAMENTO,1751.08
2022-02-01,Colon,SIS,PROCEDIMIENTO,10332.38
2022-02-01,Cuello uterino,FISSAL,INSUMO,118403.13
2022-02-01,Cuello uterino,FISSAL,MEDICAMENTO,82512.007
2022-02-01,Cuello uterino,FISSAL,PROCEDIMIENTO,189916.18
2022-02-01,Cuello uterino,SIS,INSUMO,3492.38
2022-02-01,Cuello uterino,SIS,MEDICAMENTO,2898.8
2022-02-01,Cuello uterino,SIS,PROCEDIMIENTO,3892.84
2022-02-01,Estómago,FISSAL,INSUMO,168443.94
2022-02-01,Estómago,FISSAL,MEDICAMENTO,46367.3564
2022-02-01,Estómago,FISSAL,PROCEDIMIENTO,125749.16
2022-02-01,Estómago,SIS,INSUMO,19128.489999999998
2022-02-01,Estómago,SIS,MEDICAMENTO,5249.516
2022-02-01,Estómago,SIS,PROCEDIMIENTO,13261.39
2022-02-01,Leucemias,FISSAL,INSUMO,378411.68
2022-02-01,Leucemias,FISSAL,MEDICAMENTO,304896.826
2022-02-01,Leucemias,FISSAL,PROCEDIMIENTO,886977.23
2022-02-01,Leucemias,SIS,INSUMO,8855.76
2022-02-01,Leucemias,SIS,MEDICAMENTO,3159.93
2022-02-01,Leucemias,SIS,PROCEDIMIENTO,15863.28
2022-02-01,Linfomas,FISSAL,INSUMO,156552.29
2022-02-01,Linfomas,FISSAL,MEDICAMENTO,159316.4102
2022-02-01,Linfomas,FISSAL,PROCEDIMIENTO,336709.23
2022-02-01,Linfomas,SIS,INSUMO,3266.23
2022-02-01,Linfomas,SIS,MEDICAMENTO,1635.7276
2022-02-01,Linfomas,SIS,PROCEDIMIENTO,8761.26
2022-02-01,Mama,FISSAL,INSUMO,155638.6
2022-02-01,Mama,FISSAL,MEDICAMENTO,408012.905
2022-02-01,Mama,FISSAL,PROCEDIMIENTO,380480.65
2022-02-01,Mama,SIS,INSUMO,1734.24
2022-02-01,Mama,SIS,MEDICAMENTO,811.6800000000001
2022-02-01,Mama,SIS,PROCEDIMIENTO,6611.32
2022-02-01,No oncológico (comparador),FISSAL,INSUMO,26424.97
2022-02-01,No oncológico (comparador),FISSAL,MEDICAMENTO,80673.12
2022-02-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,107667.18000000001
2022-02-01,No oncológico (comparador),SIS,INSUMO,291387.22000000003
2022-02-01,No oncológico (comparador),SIS,MEDICAMENTO,667877.5712
2022-02-01,No oncológico (comparador),SIS,PROCEDIMIENTO,1165515.25
2022-02-01,Otro,FISSAL,INSUMO,25891.46
2022-02-01,Otro,FISSAL,MEDICAMENTO,46495.49
2022-02-01,Otro,FISSAL,PROCEDIMIENTO,44106.55
2022-02-01,Otro,SIS,INSUMO,1449061.33
2022-02-01,Otro,SIS,MEDICAMENTO,2492006.5612
2022-02-01,Otro,SIS,PROCEDIMIENTO,2996578.12
2022-02-01,Próstata,FISSAL,INSUMO,40148.15
2022-02-01,Próstata,FISSAL,MEDICAMENTO,59962.748
2022-02-01,Próstata,FISSAL,PROCEDIMIENTO,80893.89
2022-02-01,Próstata,SIS,INSUMO,711.69
2022-02-01,Próstata,SIS,MEDICAMENTO,407.16
2022-02-01,Próstata,SIS,PROCEDIMIENTO,2362.91
2022-03-01,Colon,FISSAL,INSUMO,162657.61
2022-03-01,Colon,FISSAL,MEDICAMENTO,42001.566
2022-03-01,Colon,FISSAL,PROCEDIMIENTO,155102.74
2022-03-01,Colon,SIS,INSUMO,3047.89
2022-03-01,Colon,SIS,MEDICAMENTO,789.04
2022-03-01,Colon,SIS,PROCEDIMIENTO,7714.09
2022-03-01,Cuello uterino,FISSAL,INSUMO,210535.16
2022-03-01,Cuello uterino,FISSAL,MEDICAMENTO,136561.209
2022-03-01,Cuello uterino,FISSAL,PROCEDIMIENTO,266946.29
2022-03-01,Cuello uterino,SIS,INSUMO,2732.11
2022-03-01,Cuello uterino,SIS,MEDICAMENTO,1743.92
2022-03-01,Cuello uterino,SIS,PROCEDIMIENTO,6777.12
2022-03-01,Estómago,FISSAL,INSUMO,158016.52
2022-03-01,Estómago,FISSAL,MEDICAMENTO,65341.3106
2022-03-01,Estómago,FISSAL,PROCEDIMIENTO,158684.0
2022-03-01,Estómago,SIS,INSUMO,7337.39
2022-03-01,Estómago,SIS,MEDICAMENTO,2854.775
2022-03-01,Estómago,SIS,PROCEDIMIENTO,9620.06
2022-03-01,Leucemias,FISSAL,INSUMO,696127.73
2022-03-01,Leucemias,FISSAL,MEDICAMENTO,746634.9618
2022-03-01,Leucemias,FISSAL,PROCEDIMIENTO,1830447.83
2022-03-01,Leucemias,SIS,INSUMO,1438.0
2022-03-01,Leucemias,SIS,MEDICAMENTO,97.47
2022-03-01,Leucemias,SIS,PROCEDIMIENTO,2959.85
2022-03-01,Linfomas,FISSAL,INSUMO,234441.29
2022-03-01,Linfomas,FISSAL,MEDICAMENTO,250258.8574
2022-03-01,Linfomas,FISSAL,PROCEDIMIENTO,554852.43
2022-03-01,Linfomas,SIS,INSUMO,894.2
2022-03-01,Linfomas,SIS,MEDICAMENTO,819.61
2022-03-01,Linfomas,SIS,PROCEDIMIENTO,3615.09
2022-03-01,Mama,FISSAL,INSUMO,257071.27
2022-03-01,Mama,FISSAL,MEDICAMENTO,480865.0392
2022-03-01,Mama,FISSAL,PROCEDIMIENTO,537797.03
2022-03-01,Mama,SIS,INSUMO,3304.74
2022-03-01,Mama,SIS,MEDICAMENTO,1064.8700000000001
2022-03-01,Mama,SIS,PROCEDIMIENTO,5415.7
2022-03-01,No oncológico (comparador),FISSAL,INSUMO,65015.02
2022-03-01,No oncológico (comparador),FISSAL,MEDICAMENTO,26281.41
2022-03-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,23528.25
2022-03-01,No oncológico (comparador),SIS,INSUMO,104651.20999999999
2022-03-01,No oncológico (comparador),SIS,MEDICAMENTO,196513.15840000001
2022-03-01,No oncológico (comparador),SIS,PROCEDIMIENTO,441121.73
2022-03-01,Otro,FISSAL,INSUMO,61810.39
2022-03-01,Otro,FISSAL,MEDICAMENTO,291545.27
2022-03-01,Otro,FISSAL,PROCEDIMIENTO,136203.79
2022-03-01,Otro,SIS,INSUMO,1692498.0
2022-03-01,Otro,SIS,MEDICAMENTO,2858495.579
2022-03-01,Otro,SIS,PROCEDIMIENTO,3383212.16
2022-03-01,Próstata,FISSAL,INSUMO,53437.21
2022-03-01,Próstata,FISSAL,MEDICAMENTO,68720.802
2022-03-01,Próstata,FISSAL,PROCEDIMIENTO,121005.16
2022-03-01,Próstata,SIS,INSUMO,821.1999999999999
2022-03-01,Próstata,SIS,MEDICAMENTO,619.764
2022-03-01,Próstata,SIS,PROCEDIMIENTO,1217.59
2022-04-01,Colon,FISSAL,INSUMO,139046.24
2022-04-01,Colon,FISSAL,MEDICAMENTO,40786.343199999996
2022-04-01,Colon,FISSAL,PROCEDIMIENTO,115417.33
2022-04-01,Colon,SIS,INSUMO,5788.46
2022-04-01,Colon,SIS,MEDICAMENTO,1371.46
2022-04-01,Colon,SIS,PROCEDIMIENTO,6770.25
2022-04-01,Cuello uterino,FISSAL,INSUMO,171444.6
2022-04-01,Cuello uterino,FISSAL,MEDICAMENTO,138119.0678
2022-04-01,Cuello uterino,FISSAL,PROCEDIMIENTO,250432.37
2022-04-01,Cuello uterino,SIS,INSUMO,2952.86
2022-04-01,Cuello uterino,SIS,MEDICAMENTO,2271.27
2022-04-01,Cuello uterino,SIS,PROCEDIMIENTO,10243.68
2022-04-01,Estómago,FISSAL,INSUMO,129933.12
2022-04-01,Estómago,FISSAL,MEDICAMENTO,39942.973
2022-04-01,Estómago,FISSAL,PROCEDIMIENTO,128410.54000000001
2022-04-01,Estómago,SIS,INSUMO,6199.06
2022-04-01,Estómago,SIS,MEDICAMENTO,4971.74
2022-04-01,Estómago,SIS,PROCEDIMIENTO,7814.74
2022-04-01,Leucemias,FISSAL,INSUMO,607893.41
2022-04-01,Leucemias,FISSAL,MEDICAMENTO,680169.5154
2022-04-01,Leucemias,FISSAL,PROCEDIMIENTO,1820039.28
2022-04-01,Leucemias,SIS,INSUMO,371.68
2022-04-01,Leucemias,SIS,MEDICAMENTO,190.72
2022-04-01,Leucemias,SIS,PROCEDIMIENTO,9848.34
2022-04-01,Linfomas,FISSAL,INSUMO,318832.54
2022-04-01,Linfomas,FISSAL,MEDICAMENTO,428372.4674
2022-04-01,Linfomas,FISSAL,PROCEDIMIENTO,607854.44
2022-04-01,Linfomas,SIS,INSUMO,1216.6100000000001
2022-04-01,Linfomas,SIS,MEDICAMENTO,998.293
2022-04-01,Linfomas,SIS,PROCEDIMIENTO,4790.92
2022-04-01,Mama,FISSAL,INSUMO,199412.45
2022-04-01,Mama,FISSAL,MEDICAMENTO,493346.82519999996
2022-04-01,Mama,FISSAL,PROCEDIMIENTO,518755.22
2022-04-01,Mama,SIS,INSUMO,1523.42
2022-04-01,Mama,SIS,MEDICAMENTO,1467.11
2022-04-01,Mama,SIS,PROCEDIMIENTO,6386.1
2022-04-01,No oncológico (comparador),FISSAL,INSUMO,47468.15
2022-04-01,No oncológico (comparador),FISSAL,MEDICAMENTO,9492.523
2022-04-01,No oncológico (comparador),FISSAL,PROCEDIMIENTO,3552.06
2022-04-01,No oncológico (comparador),SIS,INSUMO,106937.61
2022-04-01,No oncológico (comparador),SIS,MEDICAMENTO,146630.1226
2022-04-01,No oncológico (comparador),SIS,PROCEDIMIENTO,294532.82
2022-04-01,Otro,FISSAL,INSUMO,35141.72
2022-04-01,Otro,FISSAL,MEDICAMENTO,14488.22
2022-04-01,Otro,FISSAL,PROCEDIMIENTO,62263.6
2022-04-01,Otro,SIS,INSUMO,1596649.248
2022-04-01,Otro,SIS,MEDICAMENTO,2993345.9148
2022-04-01,Otro,SIS,PROCEDIMIENTO,2772850.89
2022-04-01,Próstata,FISSAL,INSUMO,50722.35
2022-04-01,Próstata,FISSAL,MEDICAMENTO,71053.336
2022-04-01,Próstata,FISSAL,PROCEDIMIENTO,102739.79
2022-04-01,Próstata,SIS,INSUMO,328.42
2022-04-01,Próstata,SIS,MEDICAMENTO,87.93
2022-04-01,Próstata,SIS,PROCEDIMIENTO,1449.15
2022-05-01,Colon,FISSAL,INSUMO,184906.23
2022-05-01,Colon,FISSAL,MEDICAMENTO,48051.9818
2022-05-01,Colon,FISSAL,PROCEDIMIENTO,164163.74
